stock_code,country,revenue,quantity,transactions
22949,Sweden,435.0,300,3
84809A,United Kingdom,435.0,250,21
21117,United Kingdom,434.58,274,25
16169P,United Kingdom,434.5,1500,38
20757,United Kingdom,434.5,575,85
62096B,United Kingdom,434.49,251,82
35911A,United Kingdom,434.39,350,93
82081,United Kingdom,434.35,172,22
22580,France,434.35,73,7
85014B,Switzerland,433.95,81,7
79071B,United Kingdom,433.7,142,66
23236,Germany,433.5,150,21
22894,Netherlands,433.5,56,3
90198B,United Kingdom,433.4,102,50
21035,France,432.9,144,22
22944,Netherlands,432.6,588,4
23482,United Kingdom,432.42,262,37
22831,EIRE,432.1,166,5
20760,Denmark,432.0,4320,1
20755,Denmark,432.0,4320,1
15036,Australia,432.0,600,1
23117,United Kingdom,431.93,79,40
90082B,United Kingdom,431.8,68,31
22936,United Kingdom,431.72,114,48
21929,Channel Islands,431.4,250,7
84782C,United Kingdom,431.25,63,15
84984A,United Kingdom,431.02,252,15
84858B,United Kingdom,431.0,326,9
23315,EIRE,431.0,52,4
22939,Germany,430.3,94,13
22965,EIRE,430.2,222,11
84968e,United Kingdom,429.62,17,14
84422,United Kingdom,429.61,783,39
22898,France,429.6,228,23
82600,Norway,429.6,216,8
72750C,United Kingdom,429.6,208,12
22979,EIRE,429.4,316,13
84968F,Germany,428.55,37,8
22236,EIRE,428.55,37,11
22276,Portugal,428.4,168,13
21700,France,428.4,504,27
22301,France,428.4,168,21
22580,EIRE,428.4,72,15
90160B,United Kingdom,428.37,62,28
23018,United Kingdom,428.36,35,18
20979,Australia,428.29,401,5
21518,United Kingdom,428.24,999,105
84966B,United Kingdom,428.0,33,4
22585,EIRE,427.5,342,19
84801A,United Kingdom,427.44,272,15
90145,United Kingdom,426.11,70,43
23230,EIRE,425.5,1175,9
71477,EIRE,425.4,124,16
21393,France,425.28,2544,7
22941,EIRE,425.0,50,8
22990,Australia,425.0,100,1
16047,France,424.92,5196,2
22328,Switzerland,424.8,144,12
23159,France,424.32,204,12
23518,United Kingdom,424.3,142,37
21673,Germany,424.2,324,26
20715,EIRE,424.0,400,1
20717,Netherlands,424.0,400,4
45016,United Kingdom,423.73,101,26
20696,United Kingdom,423.18,97,51
21976,France,422.95,769,32
21729,United Kingdom,422.9,124,31
20750,Belgium,422.7,58,12
20794,United Kingdom,422.68,145,43
21889,Germany,422.64,360,7
22149,EIRE,422.6,206,23
71477,Netherlands,422.0,152,3
47566,Spain,421.95,89,14
85030,United Kingdom,421.95,161,27
84857C,United Kingdom,421.63,185,16
22171,EIRE,421.6,52,15
48194,EIRE,421.52,56,20
85049C,Germany,421.25,337,23
22981,United Kingdom,421.18,256,102
22333,Netherlands,420.9,290,5
21937,Japan,420.85,163,5
22180,Germany,420.4,44,15
21943,United Kingdom,420.28,461,141
21123,France,420.0,336,12
21122,EIRE,420.0,336,14
84967C,United Kingdom,419.85,9,4
23211,Germany,419.52,384,4
84770,United Kingdom,419.25,135,16
22110,EIRE,419.1,170,16
23179,United Kingdom,418.8,132,41
85230G,United Kingdom,418.8,1656,45
21929,Germany,418.6,210,19
85099B,Australia,418.58,231,6
84932C,United Kingdom,418.3,191,23
84007,United Kingdom,418.22,159,41
22907,Germany,418.2,492,35
21989,France,418.2,492,27
37340,EIRE,418.08,672,2
21539,France,418.05,87,17
23023,United Kingdom,418.02,262,25
21212,Belgium,417.6,816,20
22974,Netherlands,417.6,288,3
22136,Netherlands,417.6,288,3
22331,Sweden,417.6,288,5
22621,Japan,417.6,288,2
22969,Netherlands,417.6,288,1
21211,Sweden,417.6,288,2
23064,Spain,417.5,10,1
20727,France,417.45,253,22
22384,Germany,417.45,253,20
23457,United Kingdom,417.13,83,30
47599A,France,417.0,240,7
72803B,United Kingdom,416.38,94,40
21977,France,416.35,757,28
35240,United Kingdom,416.01,49,39
23298,Germany,415.8,84,18
23243,EIRE,415.8,84,18
22746,France,415.8,198,22
84968E,Switzerland,415.8,36,2
72741,EIRE,415.7,298,12
84508B,United Kingdom,415.51,154,76
21218,Spain,415.5,114,9
22936,EIRE,415.5,150,3
85049A,Germany,415.14,354,14
23254,Germany,415.0,100,23
23256,Germany,415.0,100,22
84877B,United Kingdom,414.43,219,40
84804A,United Kingdom,414.08,224,19
85112,United Kingdom,414.02,466,35
21028,United Kingdom,413.91,314,92
22086,Netherlands,413.9,162,3
22314,Germany,413.7,86,11
21717,Netherlands,413.4,196,5
48129,Greece,412.9,62,4
90206C,United Kingdom,412.65,82,59
22569,EIRE,412.5,110,15
84988,Netherlands,412.2,324,5
21086,Netherlands,412.2,756,9
21882,United Kingdom,412.03,882,116
21403,United Kingdom,411.9,1805,138
21371,United Kingdom,411.86,287,57
23241,Sweden,411.84,198,3
23242,Sweden,411.84,198,3
84873A,United Kingdom,411.1,33,17
23044,United Kingdom,410.84,98,27
47567B,EIRE,410.55,69,10
15056N,Cyprus,410.55,69,3
22659,Australia,410.4,240,3
47579,United Kingdom,410.37,180,56
90149,United Kingdom,410.26,62,9
84799,United Kingdom,410.03,583,30
23548,United Kingdom,409.5,975,39
22727,Denmark,409.5,114,7
20767,Germany,409.5,186,7
48194,Switzerland,409.42,58,7
16207A,United Kingdom,408.78,138,75
22607,EIRE,408.6,45,16
23388,Australia,408.2,108,2
23218,United Kingdom,408.03,319,38
22740,Germany,408.0,480,10
22740,EIRE,408.0,480,8
22720,Channel Islands,408.0,96,1
22088,Japan,408.0,160,3
85123A,Greece,408.0,160,3
22324,EIRE,408.0,96,1
21279,France,408.0,1632,1
35915C,United Kingdom,407.76,362,79
90184A,United Kingdom,407.67,45,25
22038,United Kingdom,407.5,975,38
21380,EIRE,407.1,138,17
22253,Netherlands,407.04,384,2
22444,Netherlands,407.04,384,1
84832,Netherlands,406.8,552,7
85204,United Kingdom,406.6,1952,156
90180A,United Kingdom,406.59,45,29
21736,United Kingdom,406.29,199,29
37444A,United Kingdom,406.0,1404,47
21987,France,405.6,624,36
22865,Netherlands,405.6,216,4
23021,United Kingdom,405.37,97,23
22727,Belgium,405.0,108,16
22202,Germany,405.0,108,19
20731,Denmark,405.0,2700,1
22113,Netherlands,405.0,108,2
72801E,United Kingdom,404.75,769,24
23108,Germany,404.36,68,13
23245,Switzerland,404.2,92,6
72225C,United Kingdom,403.74,1710,32
82076,United Kingdom,403.64,290,19
85123A,Switzerland,403.5,146,9
22212,Germany,403.2,192,23
22588,Netherlands,403.2,192,2
22568,Germany,402.72,112,14
22722,Germany,402.6,108,14
22198,Norway,402.4,256,7
22744,EIRE,401.78,158,12
90124B,United Kingdom,401.35,40,31
22407,United Kingdom,401.12,342,70
22331,Australia,400.8,272,6
21564,Netherlands,400.8,240,3
22847,Italy,400.7,26,8
22847,Belgium,400.7,26,8
21336,United Kingdom,400.49,954,42
71270,United Kingdom,400.4,270,82
90120A,United Kingdom,399.92,94,42
84948,United Kingdom,399.81,237,34
21716,Netherlands,399.75,185,8
84532B,United Kingdom,399.73,51,29
23199,Channel Islands,399.6,220,3
48185,EIRE,399.56,56,16
21764,United Kingdom,399.5,10,8
22356,Germany,399.5,470,31
23204,Germany,399.5,470,30
23275,Netherlands,399.36,384,2
47567B,Portugal,399.1,78,9
21929,Australia,399.08,221,5
21509,Netherlands,398.58,1093,17
23388,Germany,398.4,96,20
84497,United Kingdom,398.38,100,41
85014A,Germany,398.25,75,9
22767,EIRE,398.0,40,13
D,United Kingdom,397.89,196,5
22993,Netherlands,397.85,373,7
23058,United Kingdom,397.68,448,44
85049F,Germany,397.5,318,18
21430,EIRE,397.5,106,21
22380,Netherlands,397.3,213,4
85167A,United Kingdom,396.8,176,14
84988,Japan,396.6,300,5
90158,United Kingdom,396.5,79,65
22560,France,396.39,339,12
23509,United Kingdom,396.32,925,62
22822,Netherlands,396.0,80,1
22148,Sweden,396.0,240,5
C2,France,396.0,5,4
23110,Netherlands,396.0,80,4
20726,Belgium,396.0,240,22
22331,France,396.0,240,22
20725,Belgium,396.0,240,21
22935,EIRE,396.0,144,2
21217,Belgium,395.95,41,13
21217,EIRE,395.95,41,12
21124,Australia,395.28,360,3
21122,Australia,395.28,360,3
84968C,Germany,395.25,31,10
47422,United Kingdom,394.92,1026,79
84726,United Kingdom,394.85,233,5
21907,EIRE,394.8,188,15
22485,Netherlands,394.2,36,1
84510C,United Kingdom,394.1,267,103
20725,Japan,393.95,263,5
22898,Germany,393.9,202,25
22661,France,393.55,463,39
22910,Australia,392.8,144,6
20993,United Kingdom,392.71,1643,30
85049B,Germany,392.64,336,13
21137,France,392.61,107,16
22390,France,392.28,204,18
21242,France,392.08,232,24
84984C,United Kingdom,391.86,230,15
22849,EIRE,391.75,25,10
22509,Germany,391.75,25,11
23390,Australia,391.6,104,2
21578,France,391.5,174,29
82482,Germany,391.2,156,11
22215,Germany,391.0,46,14
23297,Australia,390.9,266,3
10125,France,390.9,470,6
23186,United Kingdom,390.89,1249,60
22365,France,390.74,50,18
23294,Germany,390.16,504,16
22970,France,390.15,153,16
47562,United Kingdom,390.0,104,42
21124,EIRE,390.0,312,13
21121,Switzerland,390.0,312,6
84932A,United Kingdom,389.9,163,13
84802B,United Kingdom,389.79,411,17
21931,France,389.74,193,19
22452,Hong Kong,389.4,132,7
21564,Germany,389.4,132,6
21670,Germany,389.4,300,24
84081,United Kingdom,389.3,100,20
20778,United Kingdom,389.21,220,89
21981,Germany,389.04,1368,31
85176,EIRE,389.04,600,2
22395,United Kingdom,388.56,211,52
16169F,United Kingdom,388.5,925,32
47566,Germany,388.5,82,7
84978,Netherlands,388.44,360,8
90002D,United Kingdom,388.24,110,37
23039,United Kingdom,388.01,193,28
22652,Germany,387.75,235,22
23459,United Kingdom,387.5,31,18
48187,Germany,386.98,56,9
85160B,France,386.88,2976,1
84828,Germany,386.76,324,17
22654,Germany,386.75,65,18
23186,EIRE,386.52,588,7
23339,United Kingdom,386.28,166,73
23108,Switzerland,385.9,70,4
90013A,United Kingdom,385.7,102,76
90082A,United Kingdom,385.46,60,33
22263,United Kingdom,385.4,470,107
22505,Australia,385.2,88,6
POST,Greece,385.0,8,4
23238,Australia,384.9,102,2
85178,Netherlands,384.7,446,4
84683,United Kingdom,384.46,384,45
22584,Netherlands,384.0,176,4
21281,France,384.0,1536,1
47570B,EIRE,383.4,36,9
84932D,United Kingdom,383.31,161,10
16162L,United Kingdom,383.23,4357,29
84984D,United Kingdom,383.11,147,19
84592,United Kingdom,383.0,121,40
85099C,Netherlands,383.0,220,3
22314,France,382.8,104,19
21341,United Kingdom,382.74,66,27
22377,Netherlands,382.6,206,3
21698,United Kingdom,382.6,479,115
85150,EIRE,382.5,150,13
22568,EIRE,382.5,102,14
21843,Channel Islands,382.2,36,9
22367,EIRE,382.2,196,23
22346,United Kingdom,381.81,810,94
85027L,United Kingdom,381.75,125,34
21239,Netherlands,381.3,522,9
21027,United Kingdom,381.12,312,80
85007,United Kingdom,381.02,139,20
90035B,United Kingdom,380.89,43,4
22275,EIRE,380.8,46,12
20977,EIRE,380.0,304,19
20677,Germany,380.0,304,30
85099B,Belgium,379.6,190,17
85123A,Singapore,379.5,146,4
22382,EIRE,379.5,230,19
23391,Netherlands,379.15,101,3
21132,United Kingdom,378.86,70,44
21973,Netherlands,378.85,301,4
21531,Germany,378.75,157,20
85026B,United Kingdom,378.6,313,33
22666,Norway,378.3,138,10
23422,United Kingdom,378.05,165,43
22991,Germany,378.0,216,7
23307,Sweden,378.0,744,3
17109C,Denmark,378.0,2520,1
20857,United Kingdom,377.85,229,77
85123A,Spain,377.6,128,20
21527,France,377.4,52,9
22950,Australia,377.4,300,2
72780,United Kingdom,377.38,466,41
37500,EIRE,377.2,56,9
22780,Netherlands,377.0,100,3
22779,Netherlands,377.0,100,3
22362,EIRE,376.8,144,5
35970,Germany,376.8,240,5
23080,Netherlands,376.5,50,4
21245,Netherlands,376.42,250,5
21678,United Kingdom,376.21,516,79
21452,Netherlands,376.05,147,4
21484,EIRE,375.8,108,21
22989,Netherlands,375.75,131,4
22847,Denmark,375.75,25,4
23114,United Kingdom,375.7,70,35
22494,Sweden,375.0,300,3
22726,Belgium,375.0,100,14
23312,Australia,375.0,100,1
22846,Germany,374.8,24,9
22121,EIRE,374.7,66,10
16218,United Kingdom,374.52,3832,93
23200,Germany,374.4,180,13
21915,Denmark,374.4,336,4
85162A,Germany,374.4,192,3
22856,United Kingdom,374.29,241,26
84529C,United Kingdom,374.24,72,35
22687,EIRE,374.1,50,11
90134,United Kingdom,373.88,127,97
23661,United Kingdom,373.79,207,33
22714,Netherlands,372.96,1032,14
23307,Germany,372.9,678,26
84988,Germany,372.65,257,21
84997A,France,372.65,95,14
85049E,EIRE,372.64,320,14
22067,EIRE,372.6,252,3
22113,EIRE,372.0,96,16
21217,Netherlands,371.95,41,5
85123A,Channel Islands,371.7,126,7
22628,France,371.25,75,18
22417,France,371.25,675,24
84218,United Kingdom,370.91,185,95
22933,EIRE,370.9,142,4
48138,Singapore,370.76,54,4
20681,Germany,370.5,114,15
22127,EIRE,370.5,342,5
22423,Norway,369.75,29,11
22561,France,369.6,224,18
23295,Netherlands,369.47,513,4
23294,EIRE,369.44,496,12
23388,France,369.35,89,16
84595B,United Kingdom,369.3,206,15
22365,EIRE,369.06,54,10
23356,EIRE,368.7,66,7
16044,Denmark,368.64,6144,1
16046,France,368.64,4608,1
85162C,Germany,368.55,189,6
21080,Australia,368.52,516,5
21259,Japan,368.3,74,4
84847,France,368.28,1116,1
23028,EIRE,367.8,252,4
22560,Netherlands,367.78,338,7
22078,EIRE,367.5,175,18
90070,United Kingdom,367.3,60,34
35922,United Kingdom,367.24,52,30
22626,Denmark,367.2,48,1
22192,Netherlands,367.2,48,3
22457,Australia,367.2,144,1
22364,Sweden,367.2,144,5
22192,Denmark,367.2,48,2
21561,France,367.2,144,18
22193,Netherlands,367.2,48,3
40046A,United Kingdom,367.07,271,56
16216,United Kingdom,366.84,4078,88
21025,United Kingdom,366.14,274,81
23281,United Kingdom,365.92,426,84
22904,EIRE,365.8,124,10
20850,United Kingdom,365.8,124,22
35915C,Netherlands,365.76,288,1
35915A,Netherlands,365.76,288,1
22544,Australia,365.76,1008,5
35915B,Netherlands,365.76,288,1
20654,United Kingdom,365.41,286,113
22560,Sweden,365.28,336,7
90161A,United Kingdom,365.23,73,46
23389,France,365.2,88,15
22467,Switzerland,364.5,162,8
21523,Switzerland,364.38,54,4
21210,Japan,363.6,264,5
22087,Netherlands,363.3,134,6
22896,EIRE,363.0,160,8
22631,Denmark,363.0,196,8
22128,EIRE,363.0,336,3
22618,Switzerland,362.96,40,6
90164B,United Kingdom,362.94,67,35
84568,Germany,362.88,1728,6
22544,Sweden,362.88,864,7
21987,Netherlands,362.86,638,16
84741C,United Kingdom,362.39,180,52
21520,United Kingdom,362.21,827,104
21531,EIRE,362.1,142,22
22558,Switzerland,361.74,278,6
22549,Japan,361.45,289,4
90208,United Kingdom,361.31,149,68
21533,France,360.9,78,14
85066,Channel Islands,360.9,30,7
21891,EIRE,360.4,280,22
23201,Australia,360.08,201,3
23203,Australia,360.08,201,3
23581,Netherlands,360.08,201,3
23130,Netherlands,360.0,96,2
23237,Japan,360.0,96,2
22779,Denmark,360.0,96,2
23240,Japan,360.0,96,2
23239,Australia,360.0,96,1
22203,Germany,360.0,96,19
22892,France,360.0,288,22
22497,Thailand,360.0,96,1
20977,France,360.0,288,18
22725,Germany,360.0,96,17
23270,Netherlands,360.0,288,2
84459A,Netherlands,360.0,288,2
21218,Portugal,360.0,96,17
72802C,Spain,360.0,288,1
23129,Netherlands,360.0,96,1
22665,EIRE,359.9,122,19
37464,United Kingdom,359.27,253,80
21881,United Kingdom,359.25,946,91
79030A,United Kingdom,359.05,123,27
84402D,United Kingdom,358.93,373,13
23010,Netherlands,358.8,24,3
23007,Denmark,358.8,24,1
22434,France,358.8,184,7
23010,Denmark,358.8,24,1
23008,Denmark,358.8,24,1
78033,United Kingdom,358.7,74,15
23189,Netherlands,358.56,144,3
84915,United Kingdom,358.43,129,38
90178A,United Kingdom,358.26,30,24
22618,EIRE,358.2,36,11
21785,Channel Islands,358.15,551,2
23343,Australia,358.0,200,1
84029E,Switzerland,357.72,100,5
23116,United Kingdom,357.69,71,20
23541,Australia,357.6,48,1
46126A,United Kingdom,357.49,267,45
16045,United Kingdom,357.44,7912,62
84800M,United Kingdom,357.22,250,27
84247L,United Kingdom,357.09,801,88
22320,Germany,357.0,60,17
21080,EIRE,357.0,420,28
22752,EIRE,357.0,42,13
84968B,Germany,357.0,28,7
84969,EIRE,357.0,84,11
22222,Australia,357.0,84,2
22358,Sweden,356.95,121,3
20914,France,356.95,121,18
23382,France,356.88,104,6
20689,United Kingdom,356.6,59,36
20906,United Kingdom,356.44,97,49
22649,EIRE,356.4,72,8
21216,Sweden,356.4,72,2
23243,Germany,356.4,72,14
22946,France,356.4,24,4
22384,Portugal,356.4,216,14
22242,Switzerland,356.4,216,14
23293,EIRE,356.16,480,12
22437,Netherlands,356.0,480,6
23175,Netherlands,356.0,128,4
22502,Netherlands,355.4,84,3
23415,United Kingdom,355.24,266,41
22866,Netherlands,355.2,192,2
21977,Netherlands,355.2,816,9
21975,Sweden,355.2,816,9
21481,EIRE,355.1,122,13
72487,United Kingdom,355.05,827,14
22432,Germany,354.9,182,24
22622,France,354.3,34,9
90014B,United Kingdom,354.28,36,30
84292,United Kingdom,354.18,40,13
90201B,United Kingdom,354.03,120,52
21164,Spain,354.0,120,11
21452,France,354.0,120,19
85152,Norway,354.0,180,7
21524,Denmark,354.0,50,1
22660,Japan,354.0,50,1
21563,Germany,354.0,120,8
21397,EIRE,354.0,360,5
46000R,United Kingdom,353.8,244,62
21238,France,353.6,416,43
84802A,United Kingdom,353.21,209,25
21713,EIRE,352.8,208,7
85033G,United Kingdom,352.65,224,32
85232B,Australia,352.5,78,3
84249D,United Kingdom,352.34,835,65
35968,United Kingdom,352.32,732,74
22352,Belgium,351.9,138,20
84347,Germany,351.9,138,8
22426,EIRE,351.6,104,14
84809B,United Kingdom,351.6,296,8
79336,United Kingdom,351.54,792,20
84760S,United Kingdom,351.51,216,37
20728,France,351.45,213,22
23337,United Kingdom,351.31,162,66
21086,Australia,351.24,660,4
22769,EIRE,351.2,16,3
84711A,United Kingdom,351.15,38,22
22271,EIRE,351.05,119,19
22631,Belgium,351.0,180,15
22492,Belgium,351.0,540,12
84673B,United Kingdom,350.93,437,135
90175C,United Kingdom,350.85,39,22
22390,Netherlands,350.7,242,4
20913,United Kingdom,350.62,100,41
21637,Germany,350.28,324,2
84877D,United Kingdom,350.21,139,45
35833P,United Kingdom,350.14,188,68
23296,Sweden,350.0,280,3
C2,Channel Islands,350.0,7,7
POST,Australia,350.0,1,1
22553,Spain,349.8,212,17
23165,Australia,349.65,241,3
22411,Channel Islands,349.5,210,2
22690,EIRE,349.4,50,9
21054,France,349.05,39,9
23007,Switzerland,348.9,22,5
22976,France,348.75,279,24
20776,United Kingdom,348.61,201,82
23445,France,348.6,420,17
22624,Belgium,348.5,41,16
84680,United Kingdom,348.45,91,15
20772,Germany,348.3,162,4
22618,France,348.25,35,10
22980,Australia,348.0,240,3
23340,Australia,348.0,240,1
85220,United Kingdom,348.0,240,1
22469,Netherlands,348.0,240,1
20850,Denmark,348.0,696,1
22329,Australia,348.0,240,2
84520B,EIRE,347.04,432,24
47566,Channel Islands,346.8,72,7
22418,Germany,346.8,408,17
21535,France,346.8,136,16
21871,Germany,346.8,264,17
21680,Switzerland,346.8,408,13
22507,EIRE,346.5,70,17
22419,Germany,346.32,896,21
21232,Poland,346.32,288,11
21523,Germany,346.14,48,7
21197,United Kingdom,346.06,250,37
47566B,Japan,345.9,82,2
90019A,United Kingdom,345.81,66,50
22900,Netherlands,345.8,124,2
21174,EIRE,345.54,174,13
22468,EIRE,345.3,54,10
22314,Switzerland,345.3,110,7
21017,United Kingdom,345.19,381,85
23084,Belgium,345.12,186,10
21706,France,343.8,84,15
35004c,United Kingdom,343.72,27,25
84997B,Switzerland,343.6,88,9
84963A,France,343.6,8,2
47559B,Germany,343.0,282,19
22907,Netherlands,342.99,495,8
84881,United Kingdom,342.94,52,24
85206B,EIRE,342.9,234,4
22667,Norway,342.9,126,8
85017C,United Kingdom,342.73,425,107
21137,Spain,342.72,96,8
90191,United Kingdom,342.6,40,21
21428,Netherlands,342.5,90,5
20950,United Kingdom,342.47,661,81
37500,Portugal,342.46,50,5
22445,Netherlands,342.15,129,7
21787,Japan,342.0,504,2
84839,EIRE,342.0,56,15
22449,Germany,341.7,102,15
72130,United Kingdom,341.68,814,64
47599B,France,341.4,204,6
22151,Netherlands,341.28,936,4
90013C,United Kingdom,340.51,84,58
22568,Netherlands,340.44,100,5
85053,EIRE,340.2,162,21
20676,France,340.0,272,27
22623,Japan,340.0,80,2
22940,EIRE,340.0,80,12
75149N,United Kingdom,340.0,272,25
21621,Channel Islands,340.0,40,6
82494L,Spain,339.95,125,11
22889,United Kingdom,339.73,201,43
79303B,United Kingdom,339.57,109,10
84925A,United Kingdom,339.29,179,17
84077,EIRE,338.88,1248,22
21832,EIRE,338.25,205,10
20617,Germany,338.0,200,1
20622,Germany,338.0,200,1
84711B,United Kingdom,337.81,37,29
22745,Germany,337.8,168,15
22027,France,337.68,804,58
23576,United Kingdom,337.64,166,34
21467,EIRE,337.5,90,14
48184,Netherlands,337.5,50,2
22908,France,337.45,397,25
23243,Norway,337.2,72,7
21667,EIRE,336.9,22,6
21078,EIRE,336.84,420,22
84535A,United Kingdom,336.53,591,64
22646,Germany,336.4,232,15
37450,Germany,336.3,114,14
82494L,Germany,336.3,114,11
22402,Netherlands,336.22,434,5
85197,Denmark,336.0,1344,1
72807C,EIRE,335.88,84,8
22776,Netherlands,335.85,39,4
85232B,Belgium,335.7,78,5
21396,EIRE,335.28,312,5
23397,EIRE,334.9,38,8
23429,United Kingdom,334.81,39,19
85109,United Kingdom,334.19,2327,18
21931,Portugal,334.1,170,10
23047,United Kingdom,333.5,58,26
84429A,United Kingdom,333.45,94,41
22175,EIRE,333.3,126,5
22931,EIRE,333.0,156,3
20770,Germany,333.0,156,4
90000D,United Kingdom,332.86,54,36
85110,France,332.64,4752,1
47583B,United Kingdom,332.6,27,6
22032,United Kingdom,332.44,776,95
22509,Netherlands,332.3,34,2
22734,Switzerland,332.28,132,2
90175B,United Kingdom,332.19,37,28
23126,Netherlands,332.0,80,2
